,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.06677445,0.05610035,0.05631753,0.053013787,0.05743449,0.058782376,0.05640997,0.051025536,0.054955572,0.049314484,0.04711085,0.050434727,0.055629607,0.057394713,0.05170798,0.054956157,0.066971004,0.0556664
1,0.06639274,0.056704506,0.056311753,0.053764693,0.057282235,0.058930613,0.056411546,0.050268084,0.055307314,0.049686916,0.047797304,0.050427247,0.055414245,0.056409914,0.051902182,0.054889508,0.066351295,0.05574789
2,0.06615917,0.057062585,0.056226045,0.054280844,0.057279553,0.059019625,0.056433424,0.049866777,0.05555534,0.049784742,0.04821414,0.05037293,0.055379294,0.055837482,0.05201116,0.054851677,0.06583784,0.05582734
3,0.06603929,0.057247963,0.056170076,0.054560244,0.05729266,0.059059218,0.056440495,0.049660183,0.05569135,0.04982479,0.04843906,0.050339088,0.055368647,0.05553693,0.05206969,0.054831933,0.06554902,0.05587937
4,0.06598284,0.057337362,0.056135297,0.05470651,0.05730221,0.05907809,0.05643897,0.049552634,0.0557673,0.04983899,0.048549093,0.050322417,0.055368856,0.0553893,0.052100636,0.054820564,0.06540073,0.055908266
5,0.06595592,0.05738084,0.05611793,0.054781135,0.057306606,0.059087373,0.05643731,0.049497623,0.055808198,0.049844358,0.04860308,0.05031395,0.055373874,0.055318248,0.052117527,0.05481609,0.06531935,0.05592058
6,0.065943725,0.057402212,0.056108158,0.054818757,0.057310537,0.059090022,0.05643507,0.049471095,0.055827837,0.049847584,0.048630424,0.050309494,0.05537676,0.0552842,0.05212579,0.054813217,0.065278664,0.055926476
7,0.06593842,0.05741199,0.056102976,0.054837976,0.057313003,0.059091143,0.056434833,0.049457427,0.055837803,0.049848795,0.048643105,0.050307307,0.055378594,0.055267356,0.05213003,0.05481128,0.06525844,0.05592956
8,0.06593704,0.05741718,0.056099966,0.054848168,0.057314027,0.059092417,0.056433875,0.049450222,0.05584318,0.049848434,0.048648912,0.050306004,0.055380583,0.055259123,0.052131847,0.05481076,0.065247774,0.055930484
9,0.065936446,0.057419658,0.056099128,0.054852754,0.057315137,0.059092384,0.056433897,0.049447097,0.055845704,0.049848426,0.04865179,0.05030563,0.055381294,0.055254836,0.05213286,0.05481023,0.06524215,0.055930607
10,0.06593667,0.05742058,0.05609843,0.054855358,0.057315566,0.059092477,0.056433767,0.049445137,0.055845827,0.049848363,0.048653107,0.050305117,0.05538188,0.055253163,0.052133523,0.054810222,0.06524015,0.05593065
11,0.065936394,0.05742141,0.056098115,0.054856323,0.05731606,0.059092112,0.05643386,0.049443934,0.0558466,0.049848665,0.048653882,0.050304998,0.05538193,0.055252012,0.052133545,0.05480983,0.06523961,0.055930723
12,0.06593546,0.057421457,0.05609748,0.05485713,0.057316005,0.059091836,0.056434326,0.049443346,0.055848096,0.049848832,0.048655353,0.05030496,0.055381555,0.055251747,0.05213372,0.054809663,0.06523797,0.055931114
13,0.06593553,0.057421565,0.056098055,0.054857656,0.057315987,0.05909148,0.056434054,0.049442843,0.055847775,0.0498488,0.04865523,0.050304886,0.05538175,0.055251643,0.05213393,0.054809734,0.06523764,0.055931438
14,0.065936215,0.057421494,0.056098033,0.054857347,0.057315968,0.059091676,0.056434084,0.049442753,0.05584707,0.04984916,0.04865486,0.050304614,0.05538163,0.055251338,0.052133814,0.054809965,0.06523875,0.055931233
15,0.06593546,0.0574217,0.056097303,0.054857578,0.057315964,0.059092022,0.05643397,0.04944284,0.055848375,0.049848787,0.048655618,0.050304357,0.05538221,0.05525121,0.052133754,0.05480983,0.06523755,0.05593149
16,0.06593557,0.057421856,0.05609736,0.05485817,0.05731599,0.059091553,0.05643339,0.049442746,0.055848684,0.04984902,0.048655357,0.05030477,0.055382352,0.055251535,0.05213367,0.054809462,0.06523728,0.055931266
17,0.065935664,0.05742175,0.056097306,0.054857757,0.057315595,0.05909142,0.056433942,0.049443,0.055848744,0.04984892,0.048655156,0.050304614,0.055382397,0.05525127,0.052134175,0.05480932,0.06523742,0.05593156
18,0.065936476,0.057421498,0.056097295,0.054858167,0.05731596,0.059091162,0.05643367,0.049442995,0.05584816,0.04984891,0.04865491,0.050304674,0.055382162,0.05525183,0.05213421,0.054809008,0.065237805,0.055931102
19,0.06593605,0.057421584,0.05609747,0.054857403,0.057316378,0.05909123,0.056433618,0.04944335,0.0558479,0.04984905,0.04865536,0.050304674,0.055382267,0.055251826,0.052134197,0.05480935,0.06523694,0.055931326
20,0.065936126,0.057421945,0.056097,0.054857165,0.05731603,0.05909165,0.05643348,0.049443156,0.05584798,0.049849,0.0486551,0.050304603,0.055382717,0.055251792,0.05213443,0.05480936,0.06523738,0.05593108
21,0.065935746,0.057421874,0.05609712,0.05485761,0.05731603,0.059091624,0.056433268,0.049443237,0.055848226,0.049849287,0.048655026,0.05030492,0.055382397,0.055251643,0.05213446,0.05480903,0.06523752,0.055930946
22,0.06593567,0.05742169,0.056097407,0.054857895,0.057315905,0.05909122,0.056433786,0.04944327,0.055848163,0.04984894,0.04865521,0.05030506,0.05538235,0.055252034,0.05213432,0.054809213,0.06523653,0.055931333
23,0.065936185,0.057421543,0.056097124,0.05485814,0.057315577,0.059092086,0.056433193,0.049443286,0.055848297,0.049848665,0.04865468,0.050304815,0.05538269,0.055251986,0.05213456,0.054809395,0.06523679,0.055930942
24,0.06593561,0.05742187,0.056096625,0.054857876,0.057315495,0.059091955,0.05643414,0.049443096,0.055848856,0.04984864,0.04865552,0.050304413,0.05538216,0.05525137,0.052134078,0.054809563,0.0652376,0.05593116
25,0.06593599,0.057421617,0.056097012,0.05485878,0.05731544,0.059091873,0.05643389,0.049443044,0.0558488,0.049848616,0.048655346,0.050304707,0.05538193,0.05525139,0.052133802,0.05480956,0.06523722,0.05593093
26,0.06593639,0.057421483,0.05609694,0.054858908,0.057315394,0.05909196,0.056434005,0.049443163,0.05584874,0.049848277,0.048655372,0.050304707,0.055381726,0.05525129,0.052133694,0.05480941,0.06523742,0.055931177
27,0.065936774,0.05742173,0.056097236,0.054858766,0.057315893,0.059092063,0.05643328,0.049442824,0.05584814,0.049848408,0.048655063,0.050304588,0.055381518,0.055251215,0.05213356,0.054809444,0.065238796,0.05593069
28,0.065936156,0.05742225,0.056097247,0.054858554,0.057315532,0.059091818,0.056433536,0.04944266,0.055847984,0.04984868,0.04865461,0.05030482,0.05538211,0.055251148,0.052134097,0.054809436,0.065238304,0.055931043
29,0.06593609,0.057422463,0.05609722,0.054857813,0.057315838,0.059091587,0.05643409,0.049442917,0.055848334,0.049848564,0.04865503,0.05030498,0.055382084,0.05525088,0.05213368,0.05480962,0.065238036,0.05593077
30,0.06593595,0.057421796,0.056096975,0.05485763,0.057315685,0.059091438,0.05643383,0.04944305,0.05584864,0.04984909,0.048655476,0.050304655,0.055382192,0.05525108,0.052134003,0.054809477,0.0652375,0.05593154
31,0.06593601,0.057421576,0.05609665,0.05485781,0.057315048,0.059092008,0.056433752,0.049443,0.055849247,0.04984899,0.048655264,0.050304864,0.055382237,0.055251155,0.052134342,0.054809697,0.06523704,0.055931352
32,0.065936066,0.057421487,0.056096766,0.054857355,0.05731555,0.059091944,0.05643354,0.049443122,0.055848893,0.049849097,0.0486553,0.05030476,0.055382404,0.055251066,0.052134644,0.054809805,0.065237,0.055931196
33,0.06593555,0.05742168,0.056096494,0.054857217,0.057315636,0.059091475,0.056433886,0.04944286,0.055848736,0.049849268,0.048655618,0.050304815,0.055382382,0.05525118,0.05213466,0.054809887,0.06523713,0.055931542
34,0.06593555,0.05742157,0.056097172,0.05485751,0.05731604,0.059091493,0.056433726,0.049443487,0.05584825,0.04984931,0.048655476,0.050304953,0.0553824,0.055251233,0.052134182,0.054809824,0.06523628,0.05593156
35,0.06593554,0.057421777,0.056097146,0.054857813,0.05731634,0.059091866,0.05643315,0.049443338,0.055848207,0.049849246,0.04865525,0.050305,0.055382743,0.05525135,0.052134097,0.054809384,0.06523658,0.05593118
36,0.06593535,0.057421677,0.056097195,0.054858074,0.057316266,0.05909172,0.056433167,0.049443215,0.055848777,0.04984891,0.04865537,0.050304968,0.055382527,0.055251293,0.052134093,0.054809175,0.06523682,0.055931415
37,0.06593554,0.057421546,0.0560969,0.05485814,0.057315726,0.059092183,0.056433566,0.049442805,0.0558488,0.049848836,0.048655476,0.05030492,0.05538202,0.05525117,0.052134078,0.05480974,0.06523732,0.05593124
38,0.06593551,0.05742166,0.05609683,0.054857403,0.057315715,0.05909229,0.056434367,0.049442776,0.05584891,0.04984841,0.048655372,0.050304577,0.055382267,0.05525104,0.052134126,0.05480993,0.06523766,0.055931114
39,0.0659356,0.057422046,0.05609678,0.05485744,0.057316236,0.059091777,0.05643397,0.049442638,0.05584845,0.04984849,0.0486555,0.050304696,0.055382002,0.05525139,0.052133925,0.05480966,0.065238394,0.05593096
40,0.065935284,0.05742208,0.056096878,0.0548576,0.05731577,0.05909164,0.056434486,0.049442604,0.05584823,0.04984861,0.048655886,0.05030473,0.05538191,0.05525147,0.052134056,0.054809947,0.065237746,0.05593108
41,0.065935686,0.057422046,0.056097087,0.054857954,0.057315815,0.0590915,0.056434117,0.049442884,0.055848073,0.049848508,0.048655614,0.05030496,0.055381708,0.055251215,0.052133817,0.054810263,0.06523734,0.055931415
42,0.06593616,0.057421893,0.05609739,0.05485819,0.05731574,0.05909125,0.056433864,0.04944306,0.05584777,0.04984869,0.04865511,0.050305076,0.055381894,0.05525159,0.05213413,0.054810148,0.0652367,0.055931397
43,0.06593609,0.057421852,0.05609692,0.054858394,0.057315882,0.05909102,0.056433745,0.049443435,0.05584867,0.04984906,0.048655055,0.05030528,0.055382147,0.05525165,0.052133795,0.054809455,0.06523636,0.05593123
44,0.06593619,0.057421677,0.056096777,0.05485808,0.057315752,0.059091065,0.05643379,0.049443707,0.055848897,0.04984887,0.04865485,0.050305292,0.055382296,0.055251613,0.0521339,0.054809548,0.06523652,0.055931143
45,0.06593678,0.057422034,0.056096826,0.054858454,0.057315666,0.059091274,0.056433834,0.049443275,0.05584817,0.04984837,0.04865477,0.05030533,0.055382203,0.0552515,0.0521337,0.054809865,0.06523742,0.055930592
46,0.065936275,0.05742134,0.0560973,0.05485763,0.057315692,0.059091073,0.05643394,0.049442966,0.05584858,0.04984918,0.048655238,0.050304804,0.055382375,0.055251468,0.05213405,0.05480962,0.06523706,0.05593145
47,0.06593629,0.05742139,0.05609707,0.0548583,0.057315804,0.059091732,0.05643354,0.049442895,0.05584803,0.04984858,0.048655264,0.050304722,0.05538249,0.055251703,0.052134085,0.05480987,0.065237,0.05593124
48,0.06593646,0.057421166,0.056097027,0.0548577,0.05731633,0.059092116,0.056433238,0.049442746,0.055847924,0.04984881,0.048655212,0.050304234,0.05538226,0.055251576,0.052133784,0.05480971,0.06523814,0.055931523
49,0.06593631,0.0574217,0.05609709,0.054857153,0.05731622,0.05909182,0.056433756,0.04944341,0.055847872,0.049849078,0.04865516,0.050304234,0.05538214,0.05525085,0.052133553,0.0548101,0.065238215,0.055931322
50,0.065935664,0.05742204,0.0560969,0.054857433,0.057316195,0.05909199,0.056433797,0.049443122,0.055848096,0.04984883,0.048655752,0.050304614,0.05538189,0.05525114,0.052133337,0.054810032,0.06523814,0.055931102
51,0.065935224,0.057421815,0.056096997,0.054857187,0.05731625,0.05909168,0.056433387,0.04944288,0.05584876,0.049848814,0.04865609,0.05030439,0.055382192,0.055251498,0.05213369,0.054810073,0.06523743,0.05593164
