,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
0,0.43190143,0.15988128,0.44615176,0.54828733,0.43005076,0.34794408,0.45714647,0.48220122,0.50569296,0.6359708,0.6128258,0.45085624,0.50275445,0.48512843,0.50527424,0.5936524,0.58856255,0.44826975,0.4956802,0.17199786,0.17342761,0.5648082,0.611222,0.52937573,0.5591231,0.70393753,0.49034408,0.42938513,0.6212607,0.5015443,0.49762112,0.03842319,0.09066474,0.5852889,0.54876035,0.4989395,0.2964824,0.42040095,0.46622735,0.48467374,0.5731253,0.5015473,0.51402575,0.26162538,0.4374768,0.2533793,0.58612376,0.44512534,0.46634832,0.39468497,0.5712855,0.40733832,0.5711354,0.38731304,0.30638748,0.66317767,0.47398996,0.482764,0.4787913,0.46979576,0.45812672,0.50182915,0.38066134,0.57613766,0.47756696,0.45291528,0.5041891,0.46146122,0.5767008,0.6126809,0.43108505,0.7467128,0.4599233,0.57364094,0.53367555,0.6963801,0.5384791,0.5007155,0.69723123,0.47124526,0.5637602,0.4692443,0.30674848,0.50161815,0.5110886,0.51877636,0.57867825,0.43605098,0.5203105,0.50793856,0.6817873,0.48255625,0.49469352,0.48255625,0.31821272,0.49469352,0.5442834,0.6245552,0.34269664,0.5215947,0.54638845,0.45387816,0.4149105,0.44644135,0.57250243,0.4663198,0.54800457,0.508919,0.40844336,0.508919,0.45199546,0.40844336,0.78373986
1,0.43101344,0.15987737,0.44635394,0.54281634,0.43187818,0.35486498,0.45739967,0.47893378,0.50480956,0.6360816,0.61339736,0.45012975,0.50236094,0.48208654,0.5085347,0.59434617,0.5907877,0.44915706,0.496141,0.17202349,0.17333312,0.5539642,0.60822797,0.5296822,0.55934453,0.70576507,0.49161845,0.43003237,0.62200856,0.50451416,0.49059257,0.03831032,0.08904624,0.5852889,0.54876035,0.4989395,0.29365578,0.4195165,0.46919274,0.47779465,0.5707965,0.50287354,0.5147839,0.26162538,0.4374768,0.2528492,0.58344495,0.44568247,0.46504253,0.3984473,0.56677794,0.40702736,0.5722754,0.38653946,0.30294195,0.6591519,0.47795087,0.48083156,0.47026697,0.45928437,0.45812672,0.50505704,0.3792509,0.5750121,0.47836494,0.4537542,0.50265306,0.4624653,0.57363033,0.61405927,0.4318182,0.7463668,0.45896453,0.5753498,0.5322382,0.6952783,0.5412585,0.49776936,0.69759077,0.4726711,0.56321526,0.4692443,0.30674848,0.50161815,0.5115151,0.51877636,0.5785151,0.43634745,0.52017665,0.5076119,0.6817322,0.4816284,0.49469352,0.4816284,0.3182678,0.49469352,0.5442834,0.6245552,0.34269664,0.5215947,0.54622877,0.4539271,0.41482234,0.4466802,0.5725543,0.46626386,0.54833776,0.50757277,0.4081569,0.50757277,0.4516622,0.4081569,0.7853659
2,0.43190143,0.15988907,0.4470279,0.54210275,0.42903554,0.35377935,0.45347512,0.47601032,0.50343543,0.6398493,0.6130544,0.45075247,0.5003935,0.48208654,0.506425,0.59590703,0.58878505,0.45039928,0.4956802,0.17197223,0.17338036,0.5484399,0.61255264,0.5253908,0.5570195,0.70526665,0.4914224,0.43067962,0.6200855,0.5026134,0.49318773,0.038394973,0.089450866,0.5852889,0.54876035,0.4989395,0.29396984,0.41833726,0.4672158,0.47637835,0.56893337,0.5008842,0.5147839,0.26292917,0.43710575,0.24913862,0.5794267,0.45208913,0.46317714,0.4013138,0.5660267,0.40702736,0.5729594,0.38628158,0.2987013,0.6586151,0.48138368,0.4798342,0.46327394,0.4491591,0.45840222,0.5069938,0.3781539,0.57613766,0.47712362,0.45427853,0.50055856,0.46258342,0.5753161,0.6147485,0.43218476,0.7467128,0.45934802,0.5759906,0.53151953,0.6943914,0.5427621,0.49743265,0.69830996,0.4726711,0.5621253,0.4692443,0.30674848,0.50161815,0.5113018,0.51882213,0.57867825,0.43628818,0.5202436,0.50793856,0.68197095,0.4816052,0.49416474,0.4816052,0.31802905,0.49416474,0.5442834,0.6245552,0.34269664,0.5215947,0.546282,0.45402497,0.41486642,0.4467399,0.57245064,0.4663198,0.5485142,0.5072056,0.40831316,0.5072056,0.4514858,0.40831316,0.78373986
3,0.43223444,0.15995139,0.44662353,0.5394862,0.4280203,0.35500067,0.45372832,0.47738606,0.50382805,0.6467199,0.6047096,0.44400623,0.49790135,0.47994593,0.50786346,0.5939993,0.58655983,0.4470275,0.49683216,0.17192525,0.17336462,0.5539642,0.6144378,0.53346276,0.5534765,0.70476824,0.4943633,0.43042073,0.61858976,0.50095034,0.48356402,0.038225666,0.08874278,0.5852889,0.54876035,0.4989395,0.29805276,0.41745284,0.46622735,0.47374812,0.56485796,0.5156941,0.51402575,0.26292917,0.43599257,0.25072888,0.57406914,0.4573816,0.46504253,0.4025082,0.5594324,0.40764925,0.5743274,0.38602373,0.29499072,0.6607622,0.48508054,0.47908616,0.46046653,0.44302386,0.45977962,0.5087153,0.37690017,0.5785496,0.4763256,0.4534396,0.50289744,0.46654066,0.5744732,0.6147485,0.4318182,0.74602073,0.4607862,0.57695186,0.53028744,0.69479454,0.5457238,0.49751684,0.69866955,0.47290874,0.5618529,0.4692443,0.30674848,0.50161815,0.51140845,0.5187305,0.5785695,0.43634745,0.52017665,0.5077426,0.68208116,0.4834609,0.49420252,0.4834609,0.31791887,0.49420252,0.5442834,0.6245552,0.34269664,0.5215947,0.5464417,0.45451432,0.4146019,0.44697875,0.5721914,0.46576032,0.5479261,0.50644064,0.4085736,0.50644064,0.45207387,0.4085736,0.78373986
4,0.43434343,0.15990464,0.44743228,0.5378211,0.42781726,0.35323653,0.45195594,0.47738606,0.50078523,0.6509308,0.6010517,0.44037363,0.4925236,0.48388913,0.50373995,0.5938259,0.5870049,0.4489796,0.49706256,0.17195515,0.17334887,0.55089515,0.61288536,0.5281496,0.5491586,0.703273,0.49455935,0.43055016,0.6201923,0.4980993,0.4979455,0.038188044,0.08936416,0.5852889,0.54876035,0.4989395,0.30025125,0.4186321,0.46556836,0.47253415,0.56648815,0.5097259,0.5147839,0.26292917,0.43562153,0.25072888,0.56362176,0.46518105,0.46847486,0.40197074,0.55375624,0.40951493,0.5756954,0.38602373,0.29154518,0.6626409,0.4840243,0.48142377,0.4594967,0.43963447,0.46005508,0.5110824,0.37548974,0.5803184,0.47641426,0.45364934,0.5035258,0.46848977,0.57513547,0.6154376,0.43255132,0.7456747,0.4616491,0.57727224,0.52987677,0.6970788,0.5519661,0.49785355,0.69866955,0.4738593,0.56239784,0.4692443,0.30674848,0.50161815,0.51140845,0.51863897,0.5785151,0.43628818,0.52017665,0.5076119,0.682228,0.48341453,0.49476904,0.48341453,0.31777194,0.49476904,0.5442834,0.6245552,0.34269664,0.5215947,0.5464417,0.45426965,0.4146019,0.4467399,0.5723469,0.46587223,0.54759294,0.5057981,0.40711513,0.5057981,0.4524071,0.40711513,0.78373986
5,0.43500945,0.15989296,0.4469605,0.5411513,0.43228427,0.35432217,0.45436132,0.4804815,0.50206125,0.6518174,0.59716505,0.44141153,0.49750787,0.4855791,0.501822,0.59486645,0.5919003,0.44738242,0.49706256,0.17198932,0.17363232,0.55089515,0.619206,0.5267191,0.5425155,0.7034391,0.49848053,0.4345631,0.62094015,0.5014255,0.50800174,0.038253885,0.089638725,0.5852889,0.54876035,0.4989395,0.29616833,0.41568395,0.46523887,0.47283763,0.5693992,0.50839967,0.51440483,0.26206,0.4348794,0.24463291,0.5512992,0.4660167,0.47761527,0.4013138,0.5459933,0.41013682,0.5763794,0.38628158,0.28624436,0.6663983,0.48243994,0.4932677,0.4594967,0.4409645,0.45950413,0.511728,0.37439272,0.579032,0.4788083,0.4510277,0.5039796,0.47102946,0.57519567,0.6147485,0.43255132,0.74602073,0.4604027,0.5801559,0.53203285,0.6968907,0.5528318,0.49819022,0.69830996,0.47504753,0.5626703,0.4692443,0.30674848,0.50161815,0.510982,0.51882213,0.578787,0.4361696,0.5203105,0.5081346,0.6821913,0.48213872,0.49480683,0.48213872,0.31780866,0.49480683,0.5442834,0.6245552,0.34269664,0.5215947,0.5464949,0.45397604,0.41482234,0.44644135,0.5723988,0.4662079,0.5475341,0.50665486,0.40693283,0.50665486,0.4524659,0.40693283,0.78373986
6,0.43179044,0.15993191,0.44736487,0.5378211,0.4351269,0.3551364,0.45132294,0.47979364,0.5032391,0.6500443,0.5959076,0.44182667,0.49278593,0.48670572,0.5028769,0.5985085,0.59212285,0.4532387,0.49706256,0.17207901,0.17369531,0.5546803,0.61798626,0.5310105,0.54019046,0.7067619,0.49681404,0.43378642,0.6231838,0.49928725,0.4944853,0.038380865,0.09026012,0.5852889,0.54876035,0.4989395,0.2911432,0.41538915,0.4645799,0.47273648,0.5669539,0.5072944,0.51326764,0.26249456,0.43339518,0.245163,0.5622823,0.46183845,0.48216683,0.4011944,0.5389816,0.41106966,0.5766074,0.38653946,0.28942487,0.68411165,0.48085555,0.5041454,0.4594967,0.44546938,0.45977962,0.5110824,0.3740793,0.57388645,0.47774428,0.4503985,0.49975565,0.47055697,0.5798314,0.61405927,0.43218476,0.7456747,0.45771813,0.5802627,0.5329569,0.6932359,0.551146,0.50063133,0.69759077,0.47480989,0.5629428,0.4692443,0.30674848,0.50161815,0.51140845,0.51877636,0.5785151,0.43652534,0.5203105,0.50767726,0.6821913,0.48209232,0.49548665,0.48209232,0.31780866,0.49548665,0.5442834,0.6245552,0.34269664,0.5215947,0.5464949,0.45436752,0.41469008,0.4466802,0.5722433,0.46587223,0.54720086,0.50766456,0.40925074,0.50766456,0.4527991,0.40925074,0.7853659
7,0.43212342,0.15984622,0.44493866,0.5342531,0.42842638,0.3555435,0.45195594,0.47773,0.508245,0.6464982,0.5935071,0.4405812,0.49265477,0.48445246,0.5008631,0.5988554,0.5945705,0.44826975,0.4980993,0.17200214,0.17336462,0.56173915,0.62020403,0.54368037,0.5474978,0.7082572,0.49612784,0.4309385,0.62115383,0.5051081,0.5030277,0.038319726,0.089393064,0.5852889,0.54876035,0.4989395,0.29396984,0.4118514,0.461285,0.47374812,0.56648815,0.5030946,0.5136467,0.26292917,0.4330241,0.24781342,0.57808733,0.45849583,0.48123413,0.40077636,0.5396494,0.41231343,0.5768354,0.3870552,0.29578584,0.7012882,0.47821495,0.5018389,0.4646011,0.446971,0.45922866,0.5087153,0.37454945,0.57469046,0.47694626,0.45165688,0.49818474,0.47167918,0.5821192,0.61440384,0.43145162,0.74602073,0.45838925,0.5789811,0.5335729,0.6913278,0.54905,0.5013047,0.69723123,0.4738593,0.5640327,0.4692443,0.30674848,0.50161815,0.51087534,0.51845574,0.57840633,0.43587312,0.52037746,0.50767726,0.68233824,0.48257944,0.4951845,0.48257944,0.31766176,0.4951845,0.5442834,0.6245552,0.34269664,0.5215947,0.5465481,0.4539271,0.41464597,0.44638166,0.57250243,0.46604005,0.54786736,0.50861305,0.4087038,0.50861305,0.45213267,0.4087038,0.7853659
8,0.43134642,0.15990855,0.44426474,0.5328259,0.4302538,0.35757905,0.45094317,0.47773,0.5084413,0.6462766,0.5964792,0.4416191,0.49304828,0.48479044,0.49846566,0.59712106,0.5903427,0.45164153,0.4980993,0.17204058,0.1735221,0.55734015,0.6255267,0.53826505,0.5558016,0.7077588,0.49632388,0.42705503,0.62115383,0.5026134,0.49729672,0.038112797,0.09065029,0.5852889,0.54876035,0.4989395,0.2955402,0.4118514,0.4616145,0.4792109,0.5684676,0.5026525,0.51440483,0.26206,0.4330241,0.24781342,0.5847843,0.4529248,0.47798836,0.39880562,0.54457426,0.41386816,0.5770634,0.38757092,0.29605088,0.7066559,0.48085555,0.49610397,0.46674493,0.4538356,0.45977962,0.50720894,0.37454945,0.5756552,0.4729562,0.45427853,0.49675348,0.47067508,0.5863335,0.61405927,0.43108505,0.7463668,0.4595398,0.57748586,0.5344969,0.6912472,0.55037135,0.50433505,0.6970514,0.47290874,0.56348777,0.4692443,0.30674848,0.50161815,0.51050216,0.51831836,0.57840633,0.43539876,0.52044433,0.5077426,0.6825035,0.4823939,0.49510896,0.4823939,0.31749648,0.49510896,0.5442834,0.6245552,0.34269664,0.5215947,0.54660136,0.4537803,0.41482234,0.44626224,0.57245064,0.46626386,0.5476713,0.5080317,0.40836525,0.5080317,0.45232868,0.40836525,0.78373986
9,0.43234542,0.15992023,0.44642136,0.5352046,0.43187818,0.35771474,0.44967717,0.47755805,0.50932467,0.6441711,0.59887975,0.4416191,0.49973768,0.48670572,0.49520522,0.59712106,0.5905652,0.44968945,0.49694735,0.17199786,0.17334887,0.5590793,0.6206476,0.5457239,0.55890167,0.7062635,0.49446133,0.42485437,0.621047,0.50439537,0.5001081,0.03818334,0.08897399,0.5852889,0.54876035,0.4989395,0.29679647,0.41244105,0.46062604,0.4826505,0.57044715,0.50574714,0.51402575,0.26249456,0.43265307,0.24754837,0.5885347,0.45097494,0.47739142,0.39868617,0.55467445,0.41417912,0.57729137,0.38782877,0.29764113,0.7042405,0.4848165,0.49385986,0.46500945,0.45456496,0.45922866,0.5074241,0.3740793,0.57806724,0.47189218,0.45354447,0.50013965,0.47185636,0.58801925,0.6130255,0.42888564,0.74602073,0.4611697,0.5753498,0.53696096,0.6936121,0.55201167,0.5072811,0.69651204,0.47243345,0.5643052,0.4692443,0.30674848,0.50161815,0.51103526,0.51859313,0.5784607,0.4361103,0.52037746,0.5077426,0.682026,0.48308977,0.49461797,0.48308977,0.31797397,0.49461797,0.5442834,0.6245552,0.34269664,0.5215947,0.54681426,0.45382923,0.41486642,0.44608313,0.57229507,0.4662079,0.54686767,0.5077869,0.4081569,0.5077869,0.45313236,0.4081569,0.78211385
